0,1
Lewis John Carlino,3.14
Jean Shepherd,3.13
Jason Friedberg,3.13
Stephen McCauley,3.13
Diane English,3.13
Jonathan Goldstein,3.13
John Bellairs,3.13
Dimitri Villard,3.12
David Giler,3.12
Barry W. Blaustein,3.12
Philip LaZebnik,3.12
Bill Kelly,3.12
Ehren Kruger,3.12
Marjane Satrapi,3.12
Justin Marks,3.12
Nick Evans,3.11
Kaneo Ikegami,3.11
Hallie Meyers-Shyer,3.11
Lauran Paine,3.1
Taylor Hackford,3.1
W.R. McKinney,3.09
Harmony Korine,3.09
Grant Nieporte,3.09
Dan Schneider,3.08
Tom Lazarus,3.08
Charles Randolph,3.08
George Gatins,3.08
Mike Werb,3.07
Adam Alleca,3.07
Kurt Sutter,3.07
Stanley Shapiro,3.06
Bob Dolman,3.06
Dr. Seuss,3.06
Peter Gaulke,3.06
Tony Kushner,3.06
Steven Gary Banks,3.06
Travis Beacham,3.06
Debra Hill,3.05
Steven Paul,3.04
Taylor Sheridan,3.04
Mark Medoff,3.03
Bruce Feirstein,3.03
Jay Chandrasekhar,3.03
David Schmidt,3.03
Charley Parlapanides,3.03
Jon Spaihts,3.03
Christopher Bertolini,3.03
Max Landis,3.03
Stephen King,3.02
Cheech Marin,3.02
Mel Gibson,3.02
Phil Johnston,3.02
David DiGilio,3.01
Peter Atkins,3.0
David S. Goyer,3.0
John Lutz,3.0
Jason Segel,3.0
Amy Tan,2.99
Bobby Smith Jr.,2.98
Steve Bing,2.97
Jim Kouf,2.97
Robert Rodat,2.97
Stephen Sommers,2.97
John Sayles,2.96
Nicholas Jarecki,2.96
Nik Cohn,2.95
Joel Coen,2.95
Gus Van Sant,2.95
William Rose,2.95
Jeb Stuart,2.94
John Bayley,2.94
Jeff Vintar,2.94
Steve McQueen,2.94
Roberts Gannaway,2.94
Lem Dobbs,2.93
Penelope Spheeris,2.93
Stanley Tucci,2.93
Troy Kennedy-Martin,2.93
Simon Kinberg,2.93
Creighton Rothenberger,2.93
Dan Brown,2.93
David Seltzer,2.92
Andrew W. Marlowe,2.92
Steven Rogers,2.92
Geneva Robertson-Dworet,2.92
Arne Olsen,2.91
Jamie Linden,2.91
Mark L. Smith,2.91
Brenda Chapman,2.91
John Updike,2.9
James L. Brooks,2.9
Aaron Sorkin,2.9
Jeff Maguire,2.9
Helen Childress,2.9
Peter Shaffer,2.89
Robert Reneau,2.89
Rich Wilkes,2.89
Dan Hernandez,2.89
Shawn Schepps,2.88
David Birke,2.88
Dean Georgaris,2.88
Brian Koppelman,2.88
Dennis Hackin,2.87
Chris Carter,2.87
Mark Crowdy,2.87
Marv Wolfman,2.87
Evan Daugherty,2.87
Ewan Leslie,2.86
Timothy Dowling,2.86
Rich Moore,2.86
Oren Moverman,2.86
Bill Condon,2.85
Iris Rainer,2.85
Allison Burnett,2.85
David Loucka,2.85
Lonne Elder III,2.84
Ryan Rowe,2.84
James Kearns,2.84
William Blinn,2.84
Rowan Joffe,2.84
Cameron Crowe,2.83
Tom S. Parker,2.83
Guillermo del Toro,2.83
Sherwood Schwartz,2.83
Carl Hiaasen,2.83
Lawrence D. Cohen,2.83
Michael Colton,2.83
Jean-Loup Dabadie,2.82
Kevin Munroe,2.82
Fred Dekker,2.81
Akiva Goldsman,2.81
John Brancato,2.81
Steve Koren,2.81
Michael Elliot,2.81
John Ajvide Lindqvist,2.81
Jim Thomas,2.8
Wade Davis,2.8
Steven Brill,2.8
Susan Gauthier,2.8
Homer,2.8
Glen Morgan,2.8
Katie Dippold,2.8
Lorne Cameron,2.79
Will Ferrell,2.79
Anya Kochoff,2.79
Tetsurô Sayama,2.79
James Ward Byrkit,2.79
Jay Martel,2.79
Art Marcum,2.79
Harold T.P. Hayes,2.78
Charlie Cohen,2.78
Louisa May Alcott,2.78
Marc Lawrence,2.78
Fred Wolf,2.78
Josh Friedman,2.78
Tom J. Astle,2.78
Ian Deitchman,2.78
Jonathan Hensleigh,2.77
Ben Younger,2.77
Nicholas Stoller,2.77
Hergé,2.77
M.J. Bassett,2.77
Jason Pagan,2.77
Peter Young,2.76
J.M. Barrie,2.76
John Stainton,2.76
Mike Jefferies,2.76
Peter Morgan,2.76
Jon Ronson,2.76
Callie Khouri,2.75
Lord Byron,2.75
Tracy Chevalier,2.75
Mike Mills,2.75
Miles Chapman,2.75
Beverley Cross,2.74
Neil B. Shulman,2.74
John Ridley,2.74
Michael Hirst,2.74
Duncan Kennedy,2.74
Thom Enriquez,2.74
Dana Olsen,2.73
Mark Protosevich,2.73
Rebecca Wells,2.73
Russell Gewirtz,2.73
Emma Donoghue,2.72
Brock Yates,2.71
Pamela Falk,2.71
Dana Carvey,2.71
Joseph Kwong,2.71
Jackie Filgo,2.71
Micah Fitzerman-Blue,2.71
Scott Alexander,2.7
Doris Pilkington,2.7
Brian Duffield,2.7
Ransom Riggs,2.7
Gary Spinelli,2.7
David Wechter,2.69
Gregory Allen Howard,2.69
